id_student,text
674495,Reading course material
674495,I like the assignments
674495,I might drop this course
674495,The assignment is too hard
674495,Submitted the quiz
674501,Checking the forum
674501,I might drop this course
674501,The assignment is too hard
674501,This module is interesting
674502,Reading course material
674502,Submitted the quiz
674502,Working on the assignment
674548,I am confused about the lecture
674548,The assignment is too hard
674548,I enjoy the course
674548,Reading course material
674576,I might drop this course
674576,I am confused about the lecture
674576,Submitted the quiz
674605,Working on the assignment
674616,I am falling behind
674616,The lectures are clear
674643,Working on the assignment
674643,I am falling behind
674643,Submitted the quiz
674643,I am falling behind
674746,Submitted the quiz
674746,I am falling behind
674746,Checking the forum
674748,I might drop this course
674748,Checking the forum
674748,Working on the assignment
674748,I am confused about the lecture
674748,The assignment is too hard
674758,Reading course material
674758,Submitted the quiz
674758,This module is interesting
674758,I am falling behind
674758,I am falling behind
674777,I might drop this course
674777,I am falling behind
674777,I am confused about the lecture
674777,The lectures are clear
674784,I am confused about the lecture
674922,Reading course material
674960,Reading course material
674960,I enjoy the course
674960,Checking the forum
674960,I am confused about the lecture
674960,I am confused about the lecture
675042,I like the assignments
675047,I like the assignments
675059,I am falling behind
675059,Reading course material
675059,I enjoy the course
675085,I am confused about the lecture
675085,I like the assignments
675085,I might drop this course
675085,The assignment is too hard
675085,I like the assignments
675094,The lectures are clear
675094,I am confused about the lecture
675094,The assignment is too hard
675096,I am falling behind
675096,The assignment is too hard
675096,This module is interesting
675096,This module is interesting
675116,I enjoy the course
675116,Submitted the quiz
675116,I am confused about the lecture
675116,Reading course material
675159,I enjoy the course
675159,Checking the forum
675159,Checking the forum
675159,Working on the assignment
675159,I enjoy the course
675161,Submitted the quiz
675161,Submitted the quiz
675161,Reading course material
675165,Checking the forum
675165,I enjoy the course
675178,I might drop this course
675178,Working on the assignment
675178,I might drop this course
675178,Checking the forum
675223,The lectures are clear
675223,Checking the forum
675231,Submitted the quiz
675231,The lectures are clear
675231,Reading course material
675231,Checking the forum
675246,I am falling behind
675246,Checking the forum
675526,I am falling behind
675576,I might drop this course
675576,Working on the assignment
675576,The assignment is too hard
675627,I like the assignments
675671,This module is interesting
675671,Checking the forum
675673,This module is interesting
675673,I enjoy the course
675673,I might drop this course
675673,I might drop this course
675728,I might drop this course
675728,I am falling behind
675750,I am confused about the lecture
675750,Reading course material
675750,I like the assignments
675807,I am falling behind
675807,Reading course material
675922,I might drop this course
675922,Reading course material
675922,This module is interesting
675929,Working on the assignment
675929,I like the assignments
675929,I like the assignments
675929,Working on the assignment
676011,Submitted the quiz
676011,This module is interesting
676093,Reading course material
676093,Checking the forum
676093,Working on the assignment
676093,This module is interesting
676151,The lectures are clear
676169,I like the assignments
676169,The assignment is too hard
676169,This module is interesting
676169,Submitted the quiz
676169,I am confused about the lecture
676176,I am falling behind
676176,The assignment is too hard
676258,The assignment is too hard
676258,The lectures are clear
676322,Reading course material
676322,The assignment is too hard
676350,I enjoy the course
676350,The assignment is too hard
676376,I am confused about the lecture
676376,I like the assignments
676376,Submitted the quiz
676376,The assignment is too hard
676401,The lectures are clear
676420,I like the assignments
676420,I like the assignments
676420,The assignment is too hard
676428,I might drop this course
676428,I am falling behind
676428,I am falling behind
676428,I enjoy the course
676428,Checking the forum
676604,I enjoy the course
676633,Reading course material
676633,The assignment is too hard
676633,The lectures are clear
676633,Submitted the quiz
676633,I like the assignments
676705,The lectures are clear
676705,I am confused about the lecture
676705,I might drop this course
676750,Submitted the quiz
676750,I am falling behind
676750,I might drop this course
676750,I enjoy the course
676785,I enjoy the course
676785,I am falling behind
676785,The lectures are clear
676898,I might drop this course
676898,I am confused about the lecture
676898,Working on the assignment
676898,This module is interesting
676898,I might drop this course
676948,I am confused about the lecture
676948,This module is interesting
676962,Reading course material
676962,Checking the forum
676962,The assignment is too hard
676969,Working on the assignment
676969,I like the assignments
676969,Reading course material
676969,Reading course material
676969,I might drop this course
676973,This module is interesting
676973,Submitted the quiz
677004,I like the assignments
677004,I am confused about the lecture
677004,Reading course material
677004,Checking the forum
677004,Working on the assignment
677039,Submitted the quiz
677039,Working on the assignment
677154,I am falling behind
677154,Submitted the quiz
677190,The assignment is too hard
677201,I like the assignments
677201,I am confused about the lecture
677201,Checking the forum
677201,I am confused about the lecture
677203,The lectures are clear
677203,The assignment is too hard
677203,I am falling behind
677230,I am falling behind
677230,I might drop this course
677230,I like the assignments
677338,Checking the forum
677411,Checking the forum
677411,Reading course material
677411,I like the assignments
677462,I like the assignments
677462,I like the assignments
677498,Reading course material
677498,The assignment is too hard
677498,Reading course material
677498,I enjoy the course
677630,The lectures are clear
677630,Reading course material
677630,Working on the assignment
677630,The lectures are clear
677706,I enjoy the course
677706,I am confused about the lecture
677744,I like the assignments
677846,Checking the forum
677846,I like the assignments
677846,This module is interesting
677864,Reading course material
677864,I might drop this course
677864,I am falling behind
677873,I like the assignments
677873,I like the assignments
677873,I like the assignments
677873,Submitted the quiz
677877,I might drop this course
677877,Reading course material
677879,The lectures are clear
677879,This module is interesting
677892,Submitted the quiz
677892,Working on the assignment
677892,I am falling behind
677892,Reading course material
677922,I like the assignments
677950,I am confused about the lecture
677950,I like the assignments
677950,I enjoy the course
677997,I am confused about the lecture
677997,I might drop this course
678016,Reading course material
678016,I like the assignments
678016,Submitted the quiz
678025,Reading course material
678025,Submitted the quiz
678025,I am confused about the lecture
678025,I like the assignments
678038,This module is interesting
678038,I like the assignments
678057,I am falling behind
678057,I might drop this course
678057,The lectures are clear
678080,I am falling behind
678080,The lectures are clear
678085,Submitted the quiz
678085,I like the assignments
678085,The lectures are clear
678085,The lectures are clear
678105,I might drop this course
678107,This module is interesting
678109,The assignment is too hard
678109,Checking the forum
678109,I might drop this course
678110,The assignment is too hard
678110,I might drop this course
678110,I like the assignments
678114,Checking the forum
678114,I am falling behind
678144,Submitted the quiz
678144,Reading course material
678144,I like the assignments
678144,I might drop this course
678212,The assignment is too hard
678213,I am falling behind
678244,I am confused about the lecture
678244,Working on the assignment
678244,Reading course material
678246,Reading course material
678246,This module is interesting
678246,Working on the assignment
678278,I am confused about the lecture
678278,The assignment is too hard
678278,I might drop this course
678283,Checking the forum
678283,Working on the assignment
678283,I am confused about the lecture
678283,I am confused about the lecture
678314,This module is interesting
678314,The assignment is too hard
678314,I enjoy the course
678327,The assignment is too hard
678327,I like the assignments
678328,Reading course material
678335,I enjoy the course
678335,I enjoy the course
678335,I enjoy the course
678335,I enjoy the course
678367,Checking the forum
678367,This module is interesting
678367,I am falling behind
678373,The lectures are clear
678373,I enjoy the course
678373,I like the assignments
678373,I enjoy the course
678373,The lectures are clear
678398,I enjoy the course
678398,The lectures are clear
678398,The assignment is too hard
678398,I am confused about the lecture
678444,This module is interesting
678444,This module is interesting
678444,The assignment is too hard
678444,Reading course material
678444,Submitted the quiz
678550,I enjoy the course
678550,I am confused about the lecture
678550,This module is interesting
678550,Reading course material
678550,The assignment is too hard
678575,Working on the assignment
678575,I am confused about the lecture
678578,I enjoy the course
678585,Checking the forum
678585,Reading course material
678623,I might drop this course
678623,I might drop this course
678623,Checking the forum
678623,Checking the forum
678661,Checking the forum
678661,Checking the forum
678680,I am confused about the lecture
678680,Working on the assignment
678680,I like the assignments
678688,I am confused about the lecture
678688,I might drop this course
678688,Working on the assignment
678702,Reading course material
678702,Reading course material
678702,I enjoy the course
678702,Submitted the quiz
678770,The assignment is too hard
678770,Submitted the quiz
678777,Reading course material
678777,Submitted the quiz
678777,Working on the assignment
678777,Working on the assignment
678777,I like the assignments
678795,I am falling behind
678801,I might drop this course
678801,The assignment is too hard
678815,I am falling behind
678815,Checking the forum
678815,I am falling behind
678815,I might drop this course
678815,I am falling behind
678906,I enjoy the course
678953,I enjoy the course
678953,Reading course material
678953,I am falling behind
678955,I am falling behind
678975,Reading course material
678995,This module is interesting
678995,Submitted the quiz
679057,This module is interesting
679059,This module is interesting
679059,I am falling behind
679059,I am confused about the lecture
679174,The lectures are clear
679218,Reading course material
679218,I am confused about the lecture
679232,Submitted the quiz
679232,Submitted the quiz
679232,Submitted the quiz
679232,I like the assignments
679439,I enjoy the course
679439,Working on the assignment
679439,I enjoy the course
679439,I am confused about the lecture
679457,I enjoy the course
679457,Checking the forum
679457,Working on the assignment
679457,I might drop this course
679457,This module is interesting
679504,I like the assignments
679504,I like the assignments
679504,I am confused about the lecture
679504,Reading course material
679504,Reading course material
679528,I am falling behind
679528,I might drop this course
679528,I like the assignments
679559,I am confused about the lecture
679559,Working on the assignment
679559,Working on the assignment
679559,Checking the forum
679568,The assignment is too hard
679568,The assignment is too hard
679568,The assignment is too hard
679568,The assignment is too hard
679568,I am falling behind
679675,This module is interesting
679716,I might drop this course
679724,The assignment is too hard
679724,This module is interesting
679726,I am falling behind
679726,Reading course material
679726,Reading course material
679726,I enjoy the course
679747,Submitted the quiz
679747,The assignment is too hard
679747,Reading course material
679747,The assignment is too hard
679747,I am falling behind
679798,I am confused about the lecture
679798,Working on the assignment
679828,I enjoy the course
679918,Checking the forum
679918,The lectures are clear
679918,The lectures are clear
679918,The lectures are clear
679919,The assignment is too hard
679967,Submitted the quiz
679967,The assignment is too hard
679967,This module is interesting
679967,This module is interesting
679967,The lectures are clear
679971,I am falling behind
679971,Submitted the quiz
679971,Reading course material
679989,Submitted the quiz
679989,I enjoy the course
679989,Reading course material
680009,Working on the assignment
680009,The lectures are clear
680009,Checking the forum
680009,I like the assignments
680009,I am falling behind
680110,I am falling behind
680110,This module is interesting
680110,This module is interesting
680146,I am confused about the lecture
680162,This module is interesting
680162,I might drop this course
680162,Working on the assignment
680162,The lectures are clear
680174,Working on the assignment
680174,The lectures are clear
680174,I am confused about the lecture
680219,I am confused about the lecture
680219,The assignment is too hard
680219,This module is interesting
680290,Submitted the quiz
680290,I might drop this course
680290,The lectures are clear
680453,I am falling behind
680453,I am confused about the lecture
680453,Checking the forum
680471,I enjoy the course
680522,I am confused about the lecture
680522,This module is interesting
680530,Reading course material
680541,I am confused about the lecture
680545,Submitted the quiz
680545,I like the assignments
680545,The lectures are clear
680559,This module is interesting
680559,I am falling behind
680559,I might drop this course
680559,Checking the forum
680560,Working on the assignment
680560,Submitted the quiz
680560,I am confused about the lecture
680591,Submitted the quiz
680591,Checking the forum
680591,The assignment is too hard
680591,I enjoy the course
680723,I am falling behind
680723,Checking the forum
680723,I enjoy the course
680732,I enjoy the course
680732,Checking the forum
680732,The assignment is too hard
680732,I enjoy the course
680787,I am falling behind
680787,Reading course material
680787,This module is interesting
680787,Working on the assignment
680798,I might drop this course
680798,This module is interesting
680798,The assignment is too hard
680816,I am confused about the lecture
680816,I might drop this course
680816,Checking the forum
680816,I enjoy the course
680816,I like the assignments
680862,Reading course material
680862,I enjoy the course
680862,I am falling behind
680862,Checking the forum
680878,I enjoy the course
680878,I enjoy the course
680878,This module is interesting
680878,Working on the assignment
680878,This module is interesting
680918,Checking the forum
680918,I am confused about the lecture
680926,Submitted the quiz
680926,I like the assignments
680926,I enjoy the course
680926,Reading course material
680926,I am falling behind
680959,Submitted the quiz
680959,Working on the assignment
680970,I might drop this course
680991,The lectures are clear
680991,Submitted the quiz
680991,Checking the forum
680991,This module is interesting
681016,I like the assignments
681016,I might drop this course
681016,Reading course material
681016,Working on the assignment
681016,This module is interesting
681089,Reading course material
681089,I might drop this course
681150,Working on the assignment
681166,Submitted the quiz
681166,Working on the assignment
681222,I am confused about the lecture
681222,Working on the assignment
681222,This module is interesting
681222,Submitted the quiz
681289,Submitted the quiz
681289,The assignment is too hard
681289,This module is interesting
681289,I like the assignments
681384,Checking the forum
681384,The assignment is too hard
681384,I enjoy the course
681384,I am falling behind
681566,I like the assignments
681566,This module is interesting
681566,The assignment is too hard
681581,The assignment is too hard
681581,Checking the forum
681710,The assignment is too hard
681716,I might drop this course
681716,I am falling behind
681716,I enjoy the course
681716,I am falling behind
681752,I am confused about the lecture
681752,Checking the forum
681752,The lectures are clear
681752,I am falling behind
681752,I like the assignments
681798,I am confused about the lecture
681961,I am falling behind
681964,I like the assignments
681964,The lectures are clear
681971,Reading course material
681971,The lectures are clear
681971,Reading course material
681984,The lectures are clear
681984,I am confused about the lecture
681984,Working on the assignment
681984,Reading course material
681984,Submitted the quiz
682051,I might drop this course
682051,The lectures are clear
682056,Checking the forum
682056,I like the assignments
682056,This module is interesting
682058,Checking the forum
682058,This module is interesting
682058,The lectures are clear
682058,I might drop this course
682107,I am confused about the lecture
682163,Checking the forum
682163,Working on the assignment
682223,I might drop this course
682289,I like the assignments
682316,I am confused about the lecture
682316,Reading course material
682343,Reading course material
682343,I enjoy the course
682343,Reading course material
682364,Working on the assignment
682364,This module is interesting
682366,I like the assignments
682366,I might drop this course
682366,I enjoy the course
682366,Working on the assignment
682366,I might drop this course
682375,I like the assignments
682375,I am confused about the lecture
682375,Working on the assignment
682375,I enjoy the course
682409,I am confused about the lecture
682480,Submitted the quiz
682480,Working on the assignment
682480,I am falling behind
682483,Working on the assignment
682483,This module is interesting
682483,The assignment is too hard
682538,Submitted the quiz
682538,I am falling behind
682538,I am confused about the lecture
682538,Checking the forum
682538,Working on the assignment
682627,The lectures are clear
682728,The lectures are clear
682728,Checking the forum
682728,Checking the forum
682728,Submitted the quiz
682728,This module is interesting
682731,This module is interesting
682731,The lectures are clear
682887,Reading course material
682887,I am falling behind
682913,I might drop this course
682913,I am confused about the lecture
682913,I enjoy the course
683002,The lectures are clear
683002,I am confused about the lecture
683002,The assignment is too hard
683002,I am falling behind
683002,I enjoy the course
683054,The lectures are clear
683054,Reading course material
683054,I am falling behind
683054,I might drop this course
683120,Working on the assignment
683140,Working on the assignment
683140,The assignment is too hard
683140,Reading course material
683145,I like the assignments
683145,Reading course material
683145,I might drop this course
683164,Checking the forum
683164,I like the assignments
683164,Checking the forum
683164,The lectures are clear
683172,The lectures are clear
683172,This module is interesting
683172,The assignment is too hard
683172,Reading course material
683202,I am confused about the lecture
683202,I am confused about the lecture
683202,Checking the forum
683202,I enjoy the course
683275,I am falling behind
683275,I am falling behind
683301,The lectures are clear
683301,I might drop this course
683315,The assignment is too hard
683315,Working on the assignment
683315,Checking the forum
683338,I might drop this course
683338,Checking the forum
683338,Checking the forum
683420,I am confused about the lecture
683465,I am falling behind
683465,I might drop this course
683465,This module is interesting
683536,The lectures are clear
683548,The lectures are clear
683548,I am falling behind
683548,Reading course material
683592,I like the assignments
683592,The lectures are clear
683592,I might drop this course
683592,I am confused about the lecture
683592,I enjoy the course
683618,This module is interesting
683618,I am confused about the lecture
683618,The lectures are clear
683618,Checking the forum
683630,The assignment is too hard
683630,I like the assignments
683630,The lectures are clear
683630,Working on the assignment
683664,Submitted the quiz
683664,I enjoy the course
683664,The assignment is too hard
683664,I am falling behind
683705,The lectures are clear
683705,Working on the assignment
683705,Checking the forum
683742,Submitted the quiz
683742,Working on the assignment
683742,The assignment is too hard
683742,The assignment is too hard
683742,I am confused about the lecture
683768,I am falling behind
683768,Submitted the quiz
683768,The lectures are clear
683768,Submitted the quiz
683779,The assignment is too hard
683779,I enjoy the course
683783,Working on the assignment
683783,The assignment is too hard
683792,The lectures are clear
683792,I enjoy the course
683792,Working on the assignment
683802,I am falling behind
683817,I am confused about the lecture
683817,Reading course material
683838,I like the assignments
683838,I enjoy the course
683838,I enjoy the course
683935,Submitted the quiz
683935,I might drop this course
683935,The assignment is too hard
683947,Working on the assignment
683947,I am confused about the lecture
683947,Checking the forum
683947,The lectures are clear
683947,I like the assignments
683987,I am falling behind
683987,This module is interesting
683987,Checking the forum
683987,I like the assignments
683987,I enjoy the course
683993,I enjoy the course
683993,Submitted the quiz
684055,Checking the forum
684072,I like the assignments
684072,Submitted the quiz
684098,Working on the assignment
684098,I enjoy the course
684098,I am confused about the lecture
684098,I enjoy the course
684184,I am falling behind
684184,I am falling behind
684250,Checking the forum
684250,Reading course material
684250,The lectures are clear
684250,I am confused about the lecture
684273,Checking the forum
684273,Working on the assignment
684273,The assignment is too hard
684273,Working on the assignment
684319,I like the assignments
684319,This module is interesting
684319,The assignment is too hard
684319,The assignment is too hard
684319,I enjoy the course
684329,Reading course material
684329,I enjoy the course
684329,Checking the forum
684329,Working on the assignment
684375,Reading course material
684375,The assignment is too hard
684420,Working on the assignment
684459,Checking the forum
684459,The assignment is too hard
684459,The assignment is too hard
684459,I like the assignments
684467,Checking the forum
684467,I like the assignments
684467,Reading course material
684467,I enjoy the course
684502,This module is interesting
684502,I enjoy the course
684502,Submitted the quiz
684502,I like the assignments
684502,I enjoy the course
684525,Reading course material
684525,The assignment is too hard
684525,Reading course material
684607,Reading course material
684615,Submitted the quiz
684615,I am falling behind
684641,This module is interesting
684641,I am confused about the lecture
684641,I enjoy the course
684641,I like the assignments
684681,I might drop this course
684687,I am confused about the lecture
684687,I like the assignments
684687,I might drop this course
684704,Checking the forum
684736,This module is interesting
684736,I enjoy the course
684833,I might drop this course
684833,Working on the assignment
684890,I enjoy the course
684890,This module is interesting
684890,I am falling behind
684890,I like the assignments
684931,Submitted the quiz
684931,I might drop this course
684971,I might drop this course
684971,This module is interesting
684971,I enjoy the course
684971,Working on the assignment
684971,I might drop this course
684982,I am falling behind
684982,I might drop this course
684982,I am confused about the lecture
685000,The assignment is too hard
685000,The lectures are clear
685000,Working on the assignment
685000,I like the assignments
685000,The lectures are clear
685009,I enjoy the course
685009,The assignment is too hard
685009,The assignment is too hard
685052,Checking the forum
685052,Checking the forum
685079,This module is interesting
685079,Working on the assignment
685079,Checking the forum
685079,Reading course material
685079,This module is interesting
685201,Working on the assignment
685201,I like the assignments
685201,The lectures are clear
685201,I like the assignments
685228,The assignment is too hard
685228,The assignment is too hard
685257,I am falling behind
685267,I am falling behind
685267,I am confused about the lecture
685318,Working on the assignment
685318,The assignment is too hard
685318,Submitted the quiz
685391,Checking the forum
685391,The lectures are clear
685453,I might drop this course
685453,Checking the forum
685506,I might drop this course
685506,I am confused about the lecture
685506,The assignment is too hard
685506,The lectures are clear
685592,Working on the assignment
685592,The lectures are clear
685599,I enjoy the course
685599,Reading course material
685599,I enjoy the course
685599,I am confused about the lecture
685602,I am falling behind
685602,I enjoy the course
685602,Checking the forum
685602,I might drop this course
685602,Submitted the quiz
685653,I am confused about the lecture
685653,I might drop this course
685653,The lectures are clear
685702,Submitted the quiz
685702,Submitted the quiz
685702,This module is interesting
685702,Reading course material
685740,I might drop this course
685740,I am falling behind
685740,Reading course material
685740,Submitted the quiz
685776,I enjoy the course
685776,Submitted the quiz
685776,The lectures are clear
685776,Submitted the quiz
685779,Reading course material
685779,The lectures are clear
685779,This module is interesting
685779,I enjoy the course
685779,I might drop this course
685812,I am confused about the lecture
685812,I am confused about the lecture
685812,I might drop this course
685812,I am confused about the lecture
685812,I might drop this course
685829,I might drop this course
685829,The assignment is too hard
685829,I am falling behind
685830,Reading course material
685830,This module is interesting
685830,Checking the forum
685841,Reading course material
685841,I enjoy the course
685842,This module is interesting
685842,Submitted the quiz
685842,The lectures are clear
685842,Working on the assignment
685842,I am falling behind
685861,I might drop this course
685861,I might drop this course
685861,I am falling behind
685900,Submitted the quiz
685900,I like the assignments
685900,Working on the assignment
685900,I might drop this course
685900,This module is interesting
686074,The assignment is too hard
686074,I am confused about the lecture
686074,I enjoy the course
686093,Reading course material
686093,The lectures are clear
686093,Reading course material
686093,I enjoy the course
686128,The lectures are clear
686128,Checking the forum
686182,I might drop this course
686191,I like the assignments
686200,I might drop this course
686200,I am confused about the lecture
686200,The assignment is too hard
686200,Reading course material
686200,I might drop this course
686201,The lectures are clear
686201,This module is interesting
686266,I might drop this course
686266,Working on the assignment
686266,The assignment is too hard
686266,Submitted the quiz
686266,I am falling behind
686286,Reading course material
686286,Checking the forum
686286,I like the assignments
686378,Working on the assignment
686378,The lectures are clear
686402,I am falling behind
686402,This module is interesting
686402,This module is interesting
686402,Reading course material
686402,I am falling behind
686530,The assignment is too hard
686530,I am confused about the lecture
686530,I am confused about the lecture
686596,The lectures are clear
686596,Reading course material
686633,Reading course material
686633,I am confused about the lecture
686633,I enjoy the course
686633,Submitted the quiz
686667,I am confused about the lecture
686667,Checking the forum
686670,Working on the assignment
686688,I enjoy the course
686688,Reading course material
686688,I might drop this course
686703,I am confused about the lecture
686703,Reading course material
686703,This module is interesting
686703,The lectures are clear
686725,Working on the assignment
686725,I like the assignments
686752,This module is interesting
686752,Submitted the quiz
686752,I might drop this course
686762,I might drop this course
686791,Submitted the quiz
686791,Reading course material
686791,I am falling behind
686822,This module is interesting
686837,I am falling behind
686837,I am confused about the lecture
686837,The assignment is too hard
686837,Reading course material
686837,Reading course material
686938,I like the assignments
686938,The assignment is too hard
686938,This module is interesting
686938,I like the assignments
686938,Checking the forum
686940,I am falling behind
686940,Submitted the quiz
686940,I am falling behind
686953,I enjoy the course
686953,The lectures are clear
686953,I enjoy the course
686953,Reading course material
686987,Submitted the quiz
686987,Submitted the quiz
686987,Reading course material
686987,I am falling behind
687004,Reading course material
687004,Working on the assignment
687004,Working on the assignment
687004,This module is interesting
687030,I am falling behind
687030,Submitted the quiz
687030,Checking the forum
687037,Submitted the quiz
687037,The lectures are clear
687037,Working on the assignment
687037,I like the assignments
687037,Checking the forum
687060,Submitted the quiz
687060,Checking the forum
687105,Reading course material
687105,I enjoy the course
687105,I enjoy the course
687122,Working on the assignment
687122,Submitted the quiz
687122,Reading course material
687154,Working on the assignment
687154,This module is interesting
687154,Reading course material
687154,I might drop this course
687157,Reading course material
687157,Working on the assignment
687173,I might drop this course
687173,Submitted the quiz
687173,I enjoy the course
687185,I like the assignments
687185,I enjoy the course
687185,Working on the assignment
687185,I am confused about the lecture
687185,The assignment is too hard
687217,I might drop this course
687217,Checking the forum
687217,I might drop this course
687217,I am confused about the lecture
687256,I am falling behind
687256,I am confused about the lecture
687301,Submitted the quiz
687301,Reading course material
687301,I enjoy the course
687301,I am falling behind
687301,I like the assignments
687326,I like the assignments
687326,Reading course material
687326,Submitted the quiz
687326,Reading course material
687326,I might drop this course
687369,Working on the assignment
687369,Checking the forum
687378,Reading course material
687378,I like the assignments
687378,I enjoy the course
687379,Submitted the quiz
687379,I am confused about the lecture
687379,The assignment is too hard
687379,Working on the assignment
687379,Checking the forum
687402,The lectures are clear
687402,I like the assignments
687402,Submitted the quiz
687402,I like the assignments
687404,This module is interesting
687406,Working on the assignment
687406,The assignment is too hard
687406,Working on the assignment
687406,The assignment is too hard
687421,I am falling behind
687444,Working on the assignment
687444,I might drop this course
687444,Reading course material
687533,The lectures are clear
687533,The lectures are clear
687533,I enjoy the course
687533,The lectures are clear
687566,Checking the forum
687566,I am falling behind
687566,Checking the forum
687566,I am confused about the lecture
687575,I am falling behind
687575,I am falling behind
687575,Checking the forum
687575,I am confused about the lecture
687578,I am confused about the lecture
687578,Reading course material
687578,Working on the assignment
687578,Working on the assignment
687578,I am confused about the lecture
687683,Checking the forum
687683,I like the assignments
687688,Checking the forum
687688,Reading course material
687769,I am confused about the lecture
687769,I am falling behind
687769,Reading course material
687769,The assignment is too hard
687822,I might drop this course
687822,The assignment is too hard
687822,I am falling behind
687977,I might drop this course
687977,This module is interesting
687977,The lectures are clear
687978,I am confused about the lecture
688000,I enjoy the course
688000,This module is interesting
688000,The assignment is too hard
688011,This module is interesting
688106,The assignment is too hard
688106,Reading course material
688106,I am falling behind
688106,This module is interesting
688130,Checking the forum
688130,I might drop this course
688135,Reading course material
688135,The lectures are clear
688135,The lectures are clear
688135,Checking the forum
688144,This module is interesting
688144,I like the assignments
688144,Reading course material
688167,I enjoy the course
688167,Reading course material
688167,I like the assignments
688167,This module is interesting
688208,I enjoy the course
688208,I like the assignments
688208,Submitted the quiz
688208,This module is interesting
688208,Checking the forum
688263,The assignment is too hard
688301,The assignment is too hard
688376,Reading course material
688376,I like the assignments
688376,Working on the assignment
688376,Reading course material
688376,Reading course material
688398,The lectures are clear
688398,I enjoy the course
688398,I might drop this course
688398,I am confused about the lecture
688398,I like the assignments
688513,The lectures are clear
688513,Submitted the quiz
688513,I am falling behind
688513,Working on the assignment
688519,Submitted the quiz
688519,I like the assignments
688519,Reading course material
688519,I like the assignments
688519,I might drop this course
688522,Reading course material
688522,Submitted the quiz
688522,I am confused about the lecture
688522,I enjoy the course
688545,I enjoy the course
688545,Checking the forum
688545,I am falling behind
688545,This module is interesting
688599,This module is interesting
688600,Checking the forum
688600,Submitted the quiz
688600,I am falling behind
688638,I am falling behind
688638,The lectures are clear
688710,The lectures are clear
688927,This module is interesting
688927,The lectures are clear
688927,I am falling behind
688954,I am confused about the lecture
688997,I am falling behind
688997,Checking the forum
688997,The assignment is too hard
689069,I enjoy the course
689069,I enjoy the course
689089,I am falling behind
689089,Working on the assignment
689089,The assignment is too hard
689089,Working on the assignment
689089,I might drop this course
689094,Checking the forum
689095,Checking the forum
689097,Checking the forum
689097,This module is interesting
689097,The assignment is too hard
689097,Submitted the quiz
689097,Working on the assignment
689107,I am confused about the lecture
689107,Checking the forum
689107,Checking the forum
689107,The lectures are clear
689107,Reading course material
689112,I might drop this course
689112,I enjoy the course
689112,Submitted the quiz
689112,I am falling behind
689112,I like the assignments
689113,I might drop this course
689113,The assignment is too hard
689113,Working on the assignment
689124,I enjoy the course
689124,The lectures are clear
689129,Reading course material
689129,Working on the assignment
689129,This module is interesting
689129,I enjoy the course
689131,Reading course material
689131,Submitted the quiz
689131,I like the assignments
689131,I am falling behind
689131,I might drop this course
689132,The lectures are clear
689132,Submitted the quiz
689132,I am falling behind
689132,Submitted the quiz
689139,The assignment is too hard
689139,I am falling behind
689141,Working on the assignment
689141,Submitted the quiz
689141,The lectures are clear
689141,The lectures are clear
689141,I like the assignments
689147,I like the assignments
689147,I like the assignments
689147,I like the assignments
689147,The assignment is too hard
689148,I like the assignments
689148,I enjoy the course
689157,I like the assignments
689157,Working on the assignment
689157,Working on the assignment
689157,The lectures are clear
689173,I might drop this course
689178,Working on the assignment
689180,I might drop this course
689180,I like the assignments
689180,Submitted the quiz
689180,I like the assignments
689185,This module is interesting
689185,Reading course material
689185,I might drop this course
689185,I like the assignments
689187,Checking the forum
689228,Reading course material
689228,This module is interesting
689230,The assignment is too hard
689230,The lectures are clear
689230,Working on the assignment
689230,The lectures are clear
689265,I am falling behind
689267,Checking the forum
689267,This module is interesting
689267,Submitted the quiz
689267,I might drop this course
689274,The lectures are clear
689274,I enjoy the course
689287,Working on the assignment
689298,This module is interesting
689298,I am confused about the lecture
689298,Checking the forum
689329,This module is interesting
689329,Working on the assignment
689329,The assignment is too hard
689333,Working on the assignment
689333,The lectures are clear
689350,Working on the assignment
689397,Submitted the quiz
689397,Working on the assignment
689397,I enjoy the course
689397,Checking the forum
689406,Submitted the quiz
689406,Submitted the quiz
689406,This module is interesting
689406,I am falling behind
689406,Submitted the quiz
689478,I am confused about the lecture
689478,Reading course material
689478,This module is interesting
689487,I am confused about the lecture
689487,I like the assignments
689487,I might drop this course
689487,I am confused about the lecture
689487,Checking the forum
689493,I am confused about the lecture
689493,I might drop this course
689493,The lectures are clear
689563,This module is interesting
689563,I might drop this course
689628,Checking the forum
689628,This module is interesting
689662,I might drop this course
689662,Checking the forum
689662,Checking the forum
689662,I am confused about the lecture
689662,I am confused about the lecture
689665,The assignment is too hard
689665,The lectures are clear
689665,Submitted the quiz
689665,The assignment is too hard
689665,I am confused about the lecture
689727,I enjoy the course
689768,I enjoy the course
689775,This module is interesting
689775,Reading course material
689778,I enjoy the course
689808,I might drop this course
689808,I am confused about the lecture
689808,I enjoy the course
689808,Checking the forum
689808,I am falling behind
689828,This module is interesting
689896,Checking the forum
689896,The assignment is too hard
689925,I enjoy the course
689925,Working on the assignment
689925,I am falling behind
689925,Reading course material
689936,Working on the assignment
689936,I am falling behind
689936,The assignment is too hard
689952,Reading course material
689952,I enjoy the course
689975,The lectures are clear
689975,Checking the forum
689975,I am falling behind
